Rheumatic Fever,0,rheumatism,0,is_subclass_of
Rheumatic Heart Disease,0,rheumatism,0,is_subclass_of
Rheumatic disease of heart valve,0,rheumatism,0,is_subclass_of
Rheumatoid Arthritis,0,rheumatism,0,is_subclass_of
Myocardial Ischemia,0,Hypoxemia,0,is_subclass_of
Rheumatic Heart Disease,0,Rheumatic Fever,0,is_subclass_of
Acute rheumatic heart disease,0,Rheumatic Fever,0,is_subclass_of
Sulfonylurea Compounds,0,Oral hypoglycemic,0,is_subclass_of
dronedarone,0,Amiodarone,0,is_subclass_of
sexually transmitted infectious disease,0,Infectious Diseases,0,is_subclass_of
Viral infection,0,Infectious Diseases,0,is_subclass_of
pneumonia,0,Infectious Diseases,0,is_subclass_of
Loop Diuretics,0,Diuretics,0,is_subclass_of
Acetazolamide,0,Diuretics,0,is_subclass_of
Metolazone,0,Diuretics,0,is_subclass_of
1_3-dipropyl-8-(3-noradamantyl)xanthine,0,Diuretics,0,is_subclass_of
indapamide,0,Diuretics,0,is_subclass_of
chlorthalidone,0,Diuretics,0,is_subclass_of
Aquaretic,0,Diuretics,0,is_subclass_of
Thiazide Diuretics,0,Diuretics,0,is_subclass_of
Ularitide,0,Diuretics,0,is_subclass_of
Bendroflumethiazide,0,Diuretics,0,is_subclass_of
Carbonic Anhydrase Inhibitors,0,Diuretics,0,is_subclass_of
spironolactone,0,Diuretics,0,is_subclass_of
Furosemide,0,Diuretics,0,is_subclass_of
Thiazides,0,Diuretics,0,is_subclass_of
Chlorothiazide,0,Diuretics,0,is_subclass_of
torsemide,0,Diuretics,0,is_subclass_of
Ethacrynic Acid,0,Diuretics,0,is_subclass_of
Potassium Sparing Diuretics,0,Diuretics,0,is_subclass_of
Bumetanide,0,Diuretics,0,is_subclass_of
Amiloride,0,Diuretics,0,is_subclass_of
hydrochlorothiazide,0,Diuretics,0,is_subclass_of
triamterene,0,Diuretics,0,is_subclass_of
Direct current cardioversion,0,Defibrillation,0,is_subclass_of
Morphine,0,Opiates,0,is_subclass_of
Calcification of pericardium,0,Disorder of pericardium,0,is_subclass_of
Hemopericardium,0,Disorder of pericardium,0,is_subclass_of
Pericardial effusion,0,Disorder of pericardium,0,is_subclass_of
Pedal edema,0,Peripheral edema,0,is_subclass_of
Ankle edema (finding),0,Peripheral edema,0,is_subclass_of
Rheumatic disease of heart valve,0,Rheumatic Heart Disease,0,is_subclass_of
Acute rheumatic heart disease,0,Rheumatic Heart Disease,0,is_subclass_of
Furosemide,0,Loop Diuretics,0,is_subclass_of
torsemide,0,Loop Diuretics,0,is_subclass_of
Ethacrynic Acid,0,Loop Diuretics,0,is_subclass_of
Bumetanide,0,Loop Diuretics,0,is_subclass_of
HIV cardiomyopathy,0,Acquired Immunodeficiency Syndrome,0,is_subclass_of
Open ablation of atrioventricular node,0,Ablation of atrioventricular node,0,is_subclass_of
Endomyocardial biopsy (procedure),0,Myocardial biopsy,0,is_subclass_of
Acute myopericarditis,0,Acute myocarditis,0,is_subclass_of
Dermatomyositis,0,Collagen Diseases,0,is_subclass_of
Lupus Erythematosus_ Systemic,0,Collagen Diseases,0,is_subclass_of
Mixed Connective Tissue Disease,0,Collagen Diseases,0,is_subclass_of
Lupus Erythematosus,0,Collagen Diseases,0,is_subclass_of
Rheumatoid Arthritis,0,Collagen Diseases,0,is_subclass_of
Left Bundle-Branch Block,0,Bundle-Branch Block,0,is_subclass_of
Right bundle branch block,0,Bundle-Branch Block,0,is_subclass_of
Peripheral edema,0,Edema of extremity,0,is_subclass_of
Edema of lower extremity,0,Edema of extremity,0,is_subclass_of
Disorientation,0,Confusion,0,is_subclass_of
Glucocorticoids,0,Adrenal Cortex Hormones,0,is_subclass_of
Left ventricular end-diastolic pressure level,0,Left ventricular pressure,0,is_subclass_of
Thyrotoxicosis,0,hyperthyroidism,0,is_subclass_of
hyperthyroidism,0,Thyroid Diseases,0,is_subclass_of
hypothyroidism,0,Thyroid Diseases,0,is_subclass_of
Thyroid dysfunction,0,Thyroid Diseases,0,is_subclass_of
Thyrotoxicosis,0,Thyroid Diseases,0,is_subclass_of
eplerenone,0,Mineralocorticoid Receptor Antagonists,0,is_subclass_of
spironolactone,0,Mineralocorticoid Receptor Antagonists,0,is_subclass_of
coenzyme Q10,0,Inotropic agent,0,is_subclass_of
Enoximone,0,Inotropic agent,0,is_subclass_of
Levosimendan,0,Inotropic agent,0,is_subclass_of
Cardiomegaly,0,Shock_ Cardiogenic,0,is_subclass_of
Acute myocarditis,0,Myocarditis,0,is_subclass_of
Postmyocardial infarction syndrome,0,Myocarditis,0,is_subclass_of
Myocarditis due to hypersensitivity state,0,Myocarditis,0,is_subclass_of
Giant cell myocarditis,0,Myocarditis,0,is_subclass_of
lipid profile test,0,Blood Tests,0,is_subclass_of
Complete Blood Count,0,Blood Tests,0,is_subclass_of
Hematocrit procedure,0,Blood Tests,0,is_subclass_of
Hemoglobin measurement,0,Blood Tests,0,is_subclass_of
Blood Cell Count,0,Blood Tests,0,is_subclass_of
Radioallergosorbent Test,0,Blood Tests,0,is_subclass_of
vasopressor,0,vasoactive agent,0,is_subclass_of
Vasodilator Agents,0,vasoactive agent,0,is_subclass_of
Digitek,0,Digoxin,0,is_subclass_of
Lanoxin,0,Digoxin,0,is_subclass_of
Lanoxicaps,0,Digoxin,0,is_subclass_of
Respiratory rate,0,Vital signs,0,is_subclass_of
heart rate,0,Vital signs,0,is_subclass_of
Pulse Rate,0,Vital signs,0,is_subclass_of
Coronary Artery Bypass Surgery,0,Revascularization - action,0,is_subclass_of
Myocardial Revascularization,0,Revascularization - action,0,is_subclass_of
Chronic Chagas' disease,0,Chagas Disease,0,is_subclass_of
Random blood glucose measurement,0,Blood glucose measurement,0,is_subclass_of
Fasting blood glucose,0,Blood glucose measurement,0,is_subclass_of
Eicosapentaenoic Acid,0,Omega-3 Fatty Acids,0,is_subclass_of
MaximumHeartRate,0,heart rate,0,is_subclass_of
Mitral Regurgitation,0,Valvular regurgitation,0,is_subclass_of
Apex beat displaced - LVH,0,Apex beat displaced,0,is_subclass_of
heart rate,0,Pulse Rate,0,is_subclass_of
Coronary Arteriosclerosis,0,Atherosclerosis,0,is_subclass_of
peripheral arterial disease,0,Atherosclerosis,0,is_subclass_of
Fluorouracil,0,Antineoplastic Agents,0,is_subclass_of
Mitoxantrone,0,Antineoplastic Agents,0,is_subclass_of
Interferons,0,Antineoplastic Agents,0,is_subclass_of
Cyclophosphamide,0,Antineoplastic Agents,0,is_subclass_of
imatinib,0,Antineoplastic Agents,0,is_subclass_of
Mitomycin,0,Antineoplastic Agents,0,is_subclass_of
Doxorubicin,0,Antineoplastic Agents,0,is_subclass_of
Daunorubicin,0,Antineoplastic Agents,0,is_subclass_of
trastuzumab,0,Antineoplastic Agents,0,is_subclass_of
Cytotoxic agent,0,Antineoplastic Agents,0,is_subclass_of
Ventricular Remodeling,0,Ventricular Function,0,is_subclass_of
Left Ventricular Function,0,Ventricular Function,0,is_subclass_of
Ventricular Function_ Right,0,Ventricular Function,0,is_subclass_of
Ventricular End-Systolic Volume,0,Stroke Volume,0,is_subclass_of
Ventricular End-Diastolic Volume,0,Stroke Volume,0,is_subclass_of
Protodiastolic gallop with abnormally audible third heart sound,0,Gallop rhythm,0,is_subclass_of
Nitroglycerin Transdermal Patch,0,Transdermal nitroglycerin,0,is_subclass_of
Azotemia,0,Kidney Failure,0,is_subclass_of
acute renal insufficiency,0,Kidney Failure,0,is_subclass_of
Kidney Failure_ Chronic,0,Kidney Failure,0,is_subclass_of
Kidney Failure_ Acute,0,Kidney Failure,0,is_subclass_of
Reactive systemic amyloidosis,0,Amyloidosis,0,is_subclass_of
Hemodialysis-associated amyloidosis,0,Amyloidosis,0,is_subclass_of
Senile cardiac amyloidosis,0,Amyloidosis,0,is_subclass_of
Primary amyloidosis,0,Amyloidosis,0,is_subclass_of
Systemic amyloidosis,0,Amyloidosis,0,is_subclass_of
Pulmonary Hypertension,0,Pulmonary vascular disorder,0,is_subclass_of
Verapamil,0,Calcium Channel Blockers,0,is_subclass_of
Felodipine,0,Calcium Channel Blockers,0,is_subclass_of
Amlodipine,0,Calcium Channel Blockers,0,is_subclass_of
Diltiazem,0,Calcium Channel Blockers,0,is_subclass_of
Nifedipine,0,Calcium Channel Blockers,0,is_subclass_of
Dihydropyridine Calcium Channel Blocker,0,Calcium Channel Blockers,0,is_subclass_of
Atrioventricular Block,0,Conduction disorder of the heart,0,is_subclass_of
Wolff-Parkinson-White Syndrome,0,Conduction disorder of the heart,0,is_subclass_of
Cardiac Arrhythmia,0,Conduction disorder of the heart,0,is_subclass_of
tachyarrhythmia,0,Conduction disorder of the heart,0,is_subclass_of
Abnormal cardiac conduction,0,Conduction disorder of the heart,0,is_subclass_of
brugada syndrome,0,Conduction disorder of the heart,0,is_subclass_of
Cardiac Arrest,0,Conduction disorder of the heart,0,is_subclass_of
Ventricular arrhythmia,0,Conduction disorder of the heart,0,is_subclass_of
Supraventricular arrhythmia,0,Conduction disorder of the heart,0,is_subclass_of
Hypertriglyceridemia,0,Hyperlipidemia,0,is_subclass_of
Serum LDL cholesterol measurement,0,Low density lipoprotein cholesterol measurement,0,is_subclass_of
Heparin_ Low-Molecular-Weight,0,heparin,0,is_subclass_of
Ventricular Septal Rupture,0,Ventricular Septal Defects,0,is_subclass_of
Common ventricle,0,Ventricular Septal Defects,0,is_subclass_of
Tetralogy of Fallot,0,Ventricular Septal Defects,0,is_subclass_of
First degree AV block,0,Atrioventricular Block,0,is_subclass_of
Second degree atrioventricular block,0,Atrioventricular Block,0,is_subclass_of
Complete atrioventricular block,0,Atrioventricular Block,0,is_subclass_of
Hereditary hemochromatosis,0,Iron Overload,0,is_subclass_of
Hemochromatosis,0,Iron Overload,0,is_subclass_of
Isosorbide Dinitrate,0,Isosorbide,0,is_subclass_of
Isosorbide Mononitrate,0,Isosorbide,0,is_subclass_of
Norepinephrine,0,vasopressor,0,is_subclass_of
Phenylephrine,0,vasopressor,0,is_subclass_of
Argipressin,0,vasopressor,0,is_subclass_of
Epinephrine,0,vasopressor,0,is_subclass_of
ECG: Q wave abnormal,0,Q wave - finding,0,is_subclass_of
Blue lips,0,Cyanosis,0,is_subclass_of
Microalbuminuria,0,Proteinuria,0,is_subclass_of
Syncope,0,Hypotension,0,is_subclass_of
Hypotension_ Orthostatic,0,Hypotension,0,is_subclass_of
Inspra,0,eplerenone,0,is_subclass_of
Volume status,0,Diagnostic_test_results,0,is_subclass_of
abnormal myocardial texture,0,Diagnostic_test_results,0,is_subclass_of
Left atrial pressure,0,Diagnostic_test_results,0,is_subclass_of
echocardiography: enlarged left atrium,0,Diagnostic_test_results,0,is_subclass_of
Hypoxemia,0,Diagnostic_test_results,0,is_subclass_of
pet metabolic/perfusion mismatch,0,Diagnostic_test_results,0,is_subclass_of
intravascular volume,0,Diagnostic_test_results,0,is_subclass_of
Hyperuricemia,0,Diagnostic_test_results,0,is_subclass_of
Angiotensin II,0,Diagnostic_test_results,0,is_subclass_of
Diastolic dysfunction,0,Diagnostic_test_results,0,is_subclass_of
Ventricular segment,0,Diagnostic_test_results,0,is_subclass_of
pet metabolic deficits,0,Diagnostic_test_results,0,is_subclass_of
DIGOXIN LEVEL ELEVATED,0,Diagnostic_test_results,0,is_subclass_of
Disorder of pericardium,0,Diagnostic_test_results,0,is_subclass_of
maximum velocities,0,Diagnostic_test_results,0,is_subclass_of
end-diastolic regurgitant jet velocity,0,Diagnostic_test_results,0,is_subclass_of
technetium tc 99,0,Diagnostic_test_results,0,is_subclass_of
peak gradient,0,Diagnostic_test_results,0,is_subclass_of
Potassium electrolyte,0,Diagnostic_test_results,0,is_subclass_of
Hemoglobin low,0,Diagnostic_test_results,0,is_subclass_of
noninvasive imaging,0,Diagnostic_test_results,0,is_subclass_of
Ventricular enlargement,0,Diagnostic_test_results,0,is_subclass_of
Oxygen Consumption,0,Diagnostic_test_results,0,is_subclass_of
e/ea,0,Diagnostic_test_results,0,is_subclass_of
Measurement of urine output,0,Diagnostic_test_results,0,is_subclass_of
Ventricular Heart Rate,0,Diagnostic_test_results,0,is_subclass_of
cardiac electrophysiology,0,Diagnostic_test_results,0,is_subclass_of
Sodium electrolyte,0,Diagnostic_test_results,0,is_subclass_of
e/e' ratio,0,Diagnostic_test_results,0,is_subclass_of
alpha-Atrial Natriuretic Peptide,0,Diagnostic_test_results,0,is_subclass_of
Left ventricular wall thickness,0,Diagnostic_test_results,0,is_subclass_of
Decreased albumin,0,Diagnostic_test_results,0,is_subclass_of
Echocardiography_ Stress_ Dobutamine,0,Diagnostic_test_results,0,is_subclass_of
Left ventricular pressure,0,Diagnostic_test_results,0,is_subclass_of
Systolic Pressure,0,Diagnostic_test_results,0,is_subclass_of
Radionuclide imaging of myocardial perfusion with ejection fraction,0,Diagnostic_test_results,0,is_subclass_of
3-Iodobenzylguanidine,0,Diagnostic_test_results,0,is_subclass_of
6-minute walk test,0,Diagnostic_test_results,0,is_subclass_of
Pulmonary Vascular Resistance,0,Diagnostic_test_results,0,is_subclass_of
docosahexaenoic acid,0,Diagnostic_test_results,0,is_subclass_of
Presence of Q wave,0,Diagnostic_test_results,0,is_subclass_of
ECG: atrial flutter,0,Diagnostic_test_results,0,is_subclass_of
proximal left anterior descending stenosis,0,Diagnostic_test_results,0,is_subclass_of
Blood Tests,0,Diagnostic_test_results,0,is_subclass_of
nuclear imaging,0,Diagnostic_test_results,0,is_subclass_of
Hypomagnesemia,0,Diagnostic_test_results,0,is_subclass_of
Vital signs,0,Diagnostic_test_results,0,is_subclass_of
C-reactive protein,0,Diagnostic_test_results,0,is_subclass_of
Blood glucose measurement,0,Diagnostic_test_results,0,is_subclass_of
echocardiography: systolic deceleration time of mitral valve,0,Diagnostic_test_results,0,is_subclass_of
Maximum oxygen uptake,0,Diagnostic_test_results,0,is_subclass_of
Ejection fraction normal,0,Diagnostic_test_results,0,is_subclass_of
Eicosapentaenoic Acid,0,Diagnostic_test_results,0,is_subclass_of
Genetic screening method,0,Diagnostic_test_results,0,is_subclass_of
Left ventricular wall motion,0,Diagnostic_test_results,0,is_subclass_of
modified simpson's rule,0,Diagnostic_test_results,0,is_subclass_of
Valvular regurgitation,0,Diagnostic_test_results,0,is_subclass_of
Hemodynamic resistance:Resistance:Point in time:Systemic vasculature:Quantitative,0,Diagnostic_test_results,0,is_subclass_of
Doppler continuous wave,0,Diagnostic_test_results,0,is_subclass_of
mitral inflow during valsalva manoeuvre,0,Diagnostic_test_results,0,is_subclass_of
flow redistribution,0,Diagnostic_test_results,0,is_subclass_of
Left ventricular wall motion abnormality,0,Diagnostic_test_results,0,is_subclass_of
repolarization changes,0,Diagnostic_test_results,0,is_subclass_of
echocardiography: diastolic regurgitant velocity,0,Diagnostic_test_results,0,is_subclass_of
Enzyme-Linked Immunosorbent Assay,0,Diagnostic_test_results,0,is_subclass_of
Pulse rhythm,0,Diagnostic_test_results,0,is_subclass_of
T wave alternans,0,Diagnostic_test_results,0,is_subclass_of
mechanical dyssynchrony,0,Diagnostic_test_results,0,is_subclass_of
change in diameter on inspiration,0,Diagnostic_test_results,0,is_subclass_of
Selenium,0,Diagnostic_test_results,0,is_subclass_of
Velocity-time integral,0,Diagnostic_test_results,0,is_subclass_of
Myocardial perfusion,0,Diagnostic_test_results,0,is_subclass_of
Ventricular Function,0,Diagnostic_test_results,0,is_subclass_of
Stroke Volume,0,Diagnostic_test_results,0,is_subclass_of
