dengue transmission, 2355.4145189990636
Dengue virus, 349.10475000000645
Dengue serotype 1 virus, 177.24750000000427
Dengue serotype 2 virus, 127.9050000000024
protection against mosquito bites, 127.84433608791379
Dengue serotype 3 virus, 89.91000000000098
entity, 42.76792331286193
biological process, 36.552594057806445
process, 36.32131501478647
biological mosquito control, 34.373088335730884
introduction of larvivorous fish, 33.664235741144566
processual entity, 31.023117762568496
mosquito control, 29.36712508537125
introduction of predators of mosquito vectors, 29.00046912935122
occurent, 27.099939535404793
dengue vector control, 25.11205632256556
continuant, 22.52542033300788
process of dengue vector population, 21.622747874180728
specifically dependent continuant, 16.21628569339673
Dengue serotype 4 virus, 15.322500000000007
dependent continuant, 15.207219830309878
physiological process of dengue vector, 13.327412358479034
realizable entity, 13.103752226807822
usage of bacterial pathogens, 12.54042674848768
process of dengue vector, 12.40777550470718
usage of mosquito pathogens, 11.261987736214529
independent continuant, 10.966795321774933
material entity, 10.933436489850493
object, 10.337160343296471
organophosphate, 9.119625000000012
role, 7.018279933397479
chemical compound, 6.838964688104823
resistance to single insecticide, 6.838000421491308
disposition, 6.671493735400624
abiotic object, 6.619362115713542
introduction of Wolbachia, 6.046735554093028
process of dengue fever, 6.001730843475409
insecticide resistance, 5.962300358267612
process of human host, 5.833533310437349
quality, 5.7977603536589175
pyrethroid, 5.377500000000004
biotic object, 5.365532405811718
protein, 5.197688173544404
human host protein, 4.825310254763436
introduction of B. sphaericus, 4.5520703759693335
host protein, 4.251513716548921
metabolic resistance, 3.9461885839881714
behavioural process, 3.8697255454749593
carbamate, 3.4649999999999985
introduction of B. israelensis, 3.1906860128855654
target-site resistance, 3.112047206001601
adult behavioural process, 2.855018628617733
anatomical structure, 2.8432800849602997
general therapeutic procedure, 2.827499999999999
quality of pathogen, 2.7223125
host immune system process, 2.3152479024678256
developmental gates, 2.304767535127051
response to stimulus, 2.1822681480428683
dengue rapid diagnostic test product, 2.0624999999999996
diagnostic procedure, 1.9788759375000002
laboratory test, 1.8741187500000005
response to chemical stimulus, 1.8656717845624744
quality of vector, 1.8076376556984703
site, 1.792205065178842
water, 1.7883749999999998
adult feeding behaviour, 1.7495388617052456
Glutathione S-transferase resistance, 1.705443537802267
P450 monoxygenases resistance, 1.705443537802267
data item, 1.6893987232609904
object aggregate, 1.634228804892706
environmental management, 1.6242187500000003
response of olfactory sensilla, 1.590846158252969
information content entity, 1.5859889147718418
benzoylurea, 1.5524999999999998
generically dependent continuant, 1.4980905775560656
multi-organism process, 1.4791443336095615
geographic feature, 1.4540076929597778
host immune effector process, 1.4436234695670485
ovarian developmental stages according Christophers, 1.4249999999999998
population, 1.4237250000000001
vaccine candidate, 1.40213128125
condition, 1.3999348333287474
biotic object aggregate, 1.3601662500000002
cellular process of human host, 1.3260327226510595
immune system process, 1.2844495781250003
antigen processing and presentation, 1.278375
response to chemical cue during pre-oviposition stage and oviposition, 1.2592500000000002
cell, 1.225175729625076
larval behavioural process, 1.2210661517792696
vector organism, 1.2210212367399405
larval kinesis, 1.221
organism, 1.1878680512289495
immune response, 1.1846465625000002
estuary, 1.17
data about an ontology part, 1.17
Fungi, 1.1340945064342542
larval feeding behaviour, 1.1317587675635261
screening material, 1.1311125000000002
hematopoetic cell, 1.1149126230883248
mosquito developmental stage, 1.0935000000000001
T cell, 1.0848063039447222
carboxysterase resistance, 1.055217140852139
neonicotinoid, 1.0425000000000002
human haemoglobin, 1.0227375000000003
process of dengue virus, 1.0053898173783677
excretion, 0.9926634375000002
muscular system process, 0.9902577906875865
water body, 0.9789306409462073
host immune response, 0.968876202428997
vector metabolic process, 0.9661174853512452
environmental modification, 0.946875
nicotinic receptor mediated resistance, 0.9468317651701291
developmental process, 0.9335911568515118
factor, 0.9334875
sodium channel mediated resistance, 0.9277217689011334
immunization against infectious agent, 0.9186975000000002
melanization defense response, 0.9172312500000002
condition of human host, 0.9155115686220555
vector protein, 0.9150707255694404
GST quantitatively changed, 0.9150000000000001
P450 quantitatively changed, 0.9150000000000001
qualitatively changed GST, 0.9150000000000001
qualitatively changed P450, 0.9150000000000001
modified sodium channel, 0.9150000000000001
symptom, 0.9006018454377123
variant haemoglobin, 0.87675
Ascomycota, 0.8577582428638283
leukocyte, 0.8576913212803822
regulation of biological process, 0.8414940781544527
adult excretion, 0.8413687500000001
locomotion, 0.8385385772795134
vaccine candidate using part of organism, 0.8385
saccharomyceta, 0.8326567563103862
infectious agent transmissibility, 0.8193750000000002
virulence, 0.8193750000000002
Pezizomycotina, 0.8031255956592777
dengue virus transmissibility, 0.7875000000000001
dengue virus virulence, 0.7875000000000001
drug susceptibility of dengue virus, 0.7875000000000001
human population, 0.7875000000000001
cyclodiene organochlorine, 0.7875000000000001
Bacillus thurigiensis toxin, 0.7875000000000001
environmental manipulation, 0.7875000000000001
swarm quality, 0.7875000000000001
response to other visual and physical parameters during pre-oviposition stage and oviposition, 0.7875000000000001
introduction of B. thurigiensis, 0.7874807023316945
histological change, 0.7684148924140423
leotiomyceta, 0.7683830537167972
biological regulation of human host, 0.7683750000000001
active immunization against infectious agent, 0.7543500000000002
use of chemicals, 0.751306487253046
treatment, 0.7492500000000001
T cell mediated immune response, 0.7492500000000001
sugar feeding, 0.7492500000000001
Vertebrata, 0.7330169920813298
sordariomyceta, 0.7275094749609378
sequence feature, 0.7150067222231681
disease vector population, 0.7110000000000001
vaccination against infectious agent, 0.7110000000000001
Sordariomycetes, 0.6794229117187501
cell activation during immune response, 0.6785398270110126
region, 0.664713790850786
quality of host, 0.6600249933213113
non-immune human, 0.6600162199925227
response of flying mosquito to visible object, 0.6600036674048279
process of dengue fever epidemiology, 0.66
investigation relating to the insect vector, 0.66
pathogen-vector interaction, 0.66
dengue vector population, 0.66
vaccination against dengue, 0.66
synthesis of reserves, 0.66
larval locomotion, 0.66
protective behaviour, 0.66
larval stage, 0.66
larva, 0.66
drainage, 0.66
ovarian developmental stages according Troy et al., 0.66
response of single-walled multiporous hair sensilla, 0.66
taxis, 0.66
measurement datum, 0.641057321483518
pathogen-host interaction, 0.6409299125005832
nucleic acid detection, 0.6408750000000001
whole organism vaccine candidate, 0.634595625
Hypocreomycetidae, 0.6228504843750001
leukocyte activation during immune response, 0.6218012464088081
quality of host population, 0.6217675371769527
host metabolic process, 0.6217563345646474
indirect dengue transmission process, 0.621754261475244
virulence factor, 0.62175
bednet, 0.62175
larvivorous fish, 0.62175
biological region, 0.6055456362950423
anatomical group, 0.6055138434874981
effector T cell, 0.6055077592996616
pattern-recognition receptor recognition, 0.6026250000000001
encapsulation, 0.6026250000000001
AChE mediated resistance, 0.6026085704260695
watercourse, 0.5701407555675563
live vaccine candidate, 0.5701125
usage of insecticides, 0.5574193967682894
establishment of localization, 0.5562946875000001
Arthropoda, 0.5562946875000001
Hypocreales, 0.5562946875000001
quality of dengue fever, 0.5325795402613711
temporal region, 0.5325587426756226
senses and flight response during mating, 0.5325409683836995
growth, 0.5325087675635258
investigation relating to the human host, 0.5325000000000001
COE quantitatively changed, 0.5325000000000001
respiration, 0.5325000000000001
absorption of the products of digestion, 0.5325000000000001
ecdysis, 0.5325000000000001
serological assay, 0.5325000000000001
qualitatively changed COE, 0.5325000000000001
toll like receptor recognition, 0.5325000000000001
tetronic acid derivative, 0.5325000000000001
avermectin and milbemycin, 0.5325000000000001
juvenile hormone analogue, 0.5325000000000001
immunoglobulin production during immune response, 0.5325000000000001
catabolic process, 0.5325000000000001
sugar metabolism, 0.5325000000000001
regulation of food intake in adults, 0.5325000000000001
usage of fungal pathogens, 0.5325000000000001
responses of the visual pigments and the chromophores, 0.5325000000000001
quality of optical sensitivity, 0.5325000000000001
