COVID-19, 182.8566608876887
diagnosis, 132.98752271800498
comorbidity, 77.83971924647435
Diagnosis Differntial, 77.83971924647435
process, 51.0947654932037
biological_process, 46.4233519709689
material entity, 45.57525474604905
occurrent, 44.18009111341158
independent continuant, 40.07854153414169
continuant, 36.329243719158924
Severe acute respiratory syndrome-related coronavirus, 32.57324999999986
entity, 32.01083204067395
drug, 31.741312499999857
cellular process, 29.793572327172814
Sarbecovirus, 27.837262499999877
Betacoronavirus, 23.811673124999896
protein-coding gene of Homo sapiens, 23.35499999999993
gene of Homo sapiens, 20.887874999999937
Orthocoronavirinae, 20.38992215624991
gene of Eukaryota, 17.904693749999943
Coronaviridae, 17.481433832812424
cellular component, 16.028973863595844
gene, 15.368989687499951
Cornidovirineae, 15.00921875789056
specifically dependent continuant, 12.941259031822197
Nidovirales, 12.907835944206978
Riboviria, 12.500145713709346
viral process, 12.390290859375007
Viruses, 12.170974612121693
bodily process, 12.158698929687501
root, 11.766098753578929
regulation of biological process, 11.718299987022032
quality, 11.382047148205366
Phenotypic abnormality, 11.233732365391246
disease of anatomical entity, 7.194614340293898
severe acute respiratory syndrome coronavirus 2 protein, 5.7490190625
viral protein, 5.036666203125001
material anatomical entity, 4.028447581474138
anatomical structure, 3.9411295076166324
realizable entity, 3.666492889233445
anatomical entity, 3.574180444253018
multicellular anatomical structure, 3.316179898572893
modulation by virus of host process, 2.7913484375000004
signal transduction, 2.75865
cell, 2.6303138988281245
information content entity, 2.5709113012363582
organ, 2.4553706640625004
SARS coronavirus TW, 2.4449999999999994
disposition, 2.421413341455597
rep gene translation product (SARS-CoV-2), 2.3857124999999995
generically dependent continuant, 2.3352746060491167
disease by infectious agent, 2.125752556495535
modulation by virus of host cellular process, 2.1166875000000003
Abnormality of the immune system, 2.104872109723094
Abnormality of the respiratory system, 2.0957911842822443
disease, 2.093632926048532
respiratory system disease, 2.069353125
cardiovascular system disease, 1.9308889218749998
Abnormality of metabolism/homeostasis, 1.8906793716648553
rep gene proteolytic cleavage product (SARS-CoV-2), 1.8776249999999997
metabolite, 1.8074999999999997
Bat SARS coronavirus HKU3, 1.8074999999999997
data item, 1.7782797600501121
Abnormality of blood and blood-forming tissues, 1.7186700626953124
population quality, 1.6799999999999997
Abnormal circulating metabolite concentration, 1.6045143343115944
Eukaryota, 1.5822234375000002
Lymphocyte, 1.5680163515625
pathological bodily process, 1.5524999999999998
laboratory finding, 1.51425
Abnormal leukocyte morphology, 1.5066490078125003
cellular organisms, 1.4950239215005747
viral infectious disease, 1.4919147723483621
symptom, 1.4381371164666161
molecular assay, 1.4249999999999998
immaterial entity, 1.3995000000000002
respiratory system and chest symptom, 1.3867500000000001
